ID,出生到配種成功,配種到成功,配種到分娩,分娩到斷乳,胎次,母耳號,父耳號,品種,出生日期
2|66|61|3329|3,1285.0,0.0,117.0,26.0,7.0,,,LY,2013-03-03
2|66|61|3335|6,257.0,0.0,,,1.0,,,LY,2016-03-23
2|66|61|3350|6,256.0,0.0,,,1.0,,,LY,2016-04-27
2|66|61|3351|6,255.0,0.0,,,1.0,,,YL,2016-04-16
2|66|61|3363|3,1392.0,0.0,-35.0,30.0,8.0,,,LY,2013-02-25
2|66|61|3369|3,1332.0,0.0,-34.0,28.0,8.0,,,LY,2013-02-25
2|66|61|3371|3,1029.0,0.0,113.0,1.0,6.0,,,LY,2013-03-03
2|66|61|3373|3,1283.0,0.0,117.0,22.0,7.0,,,LY,2013-02-25
2|66|61|3377|6,262.0,0.0,,,1.0,,,YL,2016-05-13
2|66|61|3379|3,1417.0,0.0,-33.0,27.0,9.0,,,YL,2013-02-25
2|66|61|3398|6,257.0,0.0,,,1.0,,,LY,2016-04-27
2|66|61|3403|3,1355.0,0.0,-34.0,29.0,8.0,,,LY,2013-02-25
2|66|61|3408|6,,,,,0.0,,,LY,2016-04-27
2|66|61|3425|6,274.0,23.0,,,1.0,,,LY,2016-04-16
2|66|61|3427|6,283.0,26.0,,,1.0,,,LY,2016-03-23
2|66|61|3431|6,250.0,0.0,,,1.0,,,LY,2016-04-16
2|66|61|3437|3,1311.0,0.0,-31.0,25.0,8.0,,,LY,2013-02-25
1|66|61|3443|4,,,,,0.0,,,D,2014-12-24
2|66|61|3449|6,260.0,0.0,,,1.0,,,LY,2016-03-26
2|66|61|3491|3,1332.0,30.0,-58.0,22.0,8.0,,,LY,2013-04-11
2|66|61|3520|6,254.0,0.0,,,1.0,,,YL,2016-04-29
2|66|61|3524|6,259.0,0.0,,,1.0,,,YL,2016-04-29
2|66|61|3527|6,249.0,0.0,,,1.0,,,YL,2016-04-16
2|66|61|3583|1,1752.0,0.0,117.0,25.0,11.0,,,LY,2011-10-19
2|66|61|3611|6,,,,,0.0,,,LY,2016-05-13
2|66|61|3614|6,256.0,0.0,,,1.0,,,LY,2016-04-29
2|66|61|3627|3,1326.0,0.0,-59.0,25.0,7.0,,,LY,2013-02-25
2|66|61|3633|3,1323.0,0.0,-25.0,19.0,8.0,,,LY,2013-03-11
2|66|61|3636|6,267.0,0.0,,,1.0,,,LY,2016-04-29
2|66|61|3651|3,1289.0,0.0,115.0,30.0,8.0,,,YL,2013-02-26
2|66|61|3662|6,,,,,0.0,,,LY,2016-04-29
2|66|61|3680|6,264.0,0.0,,,1.0,,,LY,2016-04-29
2|66|61|3699|3,1425.0,0.0,-31.0,25.0,9.0,,,LY,2013-02-26
2|66|61|3703|6,264.0,0.0,,,1.0,,,LY,2016-04-29
2|66|61|3726|1,1905.0,0.0,122.0,23.0,12.0,,,LY,2011-01-10
2|66|61|3731|6,260.0,0.0,,,1.0,,,LY,2016-05-13
2|66|61|3732|1,1893.0,0.0,121.0,22.0,12.0,,,LY,2011-01-10
2|66|61|3733|1,1886.0,0.0,117.0,26.0,12.0,,,LY,2011-01-26
2|66|61|3737|6,,,,,0.0,,,LY,2016-05-13
2|66|61|3749|3,1434.0,0.0,-32.0,24.0,9.0,,,LY,2013-02-26
2|66|61|3770|6,264.0,0.0,,,1.0,,,LY,2016-04-29
2|66|61|3771|3,1362.0,0.0,-29.0,23.0,8.0,,,YL,2013-02-26
2|66|61|3776|6,268.0,0.0,,,1.0,,,LY,2016-04-29
2|66|61|3778|1,1951.0,0.0,116.0,27.0,12.0,,,LY,2011-01-10
2|66|61|3784|6,252.0,0.0,,,1.0,,,LY,2016-04-30
2|66|61|3794|6,,,,,0.0,,,LY,2016-04-16
2|66|61|3798|6,259.0,0.0,,,1.0,,,LY,2016-04-30
2|66|61|3802|6,249.0,0.0,,,1.0,,,LY,2016-04-16
2|66|61|3813|3,1034.0,0.0,110.0,4.0,6.0,,,LY,2013-02-26
2|66|61|3816|1,1758.0,0.0,118.0,22.0,11.0,,,LY,2011-05-12
2|66|61|3823|3,1305.0,0.0,118.0,-135.0,8.0,,,LY,2013-02-26
2|66|61|3827|3,1312.0,0.0,-28.0,23.0,8.0,,,LY,2013-03-12
2|66|61|3863|3,1299.0,0.0,117.0,-135.0,7.0,,,LY,2013-02-26
1|66|61|3901|5,,,,,0.0,,,D,2015-01-14
2|66|61|3930|6,258.0,0.0,,,1.0,,,LY,2016-04-27
2|66|61|3932|1,1692.0,0.0,-31.0,25.0,10.0,,,LYL,2011-01-29
2|66|61|3940|6,263.0,0.0,,,1.0,,,LY,2016-04-27
2|66|61|3970|6,257.0,0.0,,,1.0,,,LY,2016-04-30
2|66|61|4045|3,1299.0,0.0,-32.0,27.0,8.0,,,LY,2013-04-12
2|66|61|4059|1,1888.0,0.0,120.0,22.0,12.0,,,LY,2011-01-09
2|66|61|4077|1,1974.0,0.0,115.0,28.0,12.0,,,LY,2011-01-10
2|66|61|4086|6,262.0,0.0,,,1.0,,,LY,2016-04-30
2|66|61|4092|6,254.0,0.0,,,1.0,,,LY,2016-04-30
2|66|61|4097|1,1890.0,0.0,117.0,28.0,10.0,,,LY,2011-02-15
2|66|61|4112|6,264.0,0.0,,,1.0,,,LY,2016-04-30
2|66|61|4113|6,,,,,0.0,,,YL,2016-05-13
2|66|61|4128|6,266.0,0.0,,,1.0,,,LY,2016-05-01
1|66|61|4141|3,,,,,0.0,,,D,2013-06-27
2|66|61|4162|6,,,,,0.0,,,LY,2016-05-15
2|66|61|4170|6,253.0,0.0,,,1.0,,,LY,2016-05-01
2|66|61|4176|1,1727.0,0.0,117.0,25.0,11.0,,,LY,2011-01-30
2|66|61|4197|1,1923.0,0.0,-38.0,27.0,12.0,,,LY,2011-02-17
2|66|61|4199|6,,,,,0.0,,,LY,2016-05-15
2|66|61|4205|1,1744.0,0.0,109.0,0.0,11.0,,,YLL,2011-02-18
2|66|61|4207|1,1811.0,0.0,118.0,28.0,12.0,,,YLL,2011-01-28
2|66|61|4219|1,1866.0,0.0,120.0,21.0,12.0,,,LY,2011-01-30
2|66|61|4226|1,1900.0,0.0,118.0,26.0,12.0,,,LY,2011-01-30
2|66|61|4227|4,865.0,0.0,-29.0,23.0,5.0,,,LY,2014-06-01
2|66|61|4238|1,1752.0,0.0,-30.0,24.0,10.0,,,LY,2011-02-19
2|66|61|42621|1,1775.0,0.0,123.0,19.0,11.0,,,LY,2011-04-11
2|66|61|4269|6,255.0,0.0,,,1.0,,,YL,2016-05-03
2|66|61|4273|6,251.0,0.0,,,1.0,,,YL,2016-05-03
1|66|61|4283|5,,,,,0.0,,,D,2015-01-21
2|66|61|4303|1,1861.0,0.0,119.0,20.0,11.0,,,LY,2011-01-13
2|66|61|4355|6,,,,,0.0,,,LY,2016-05-01
2|66|61|4357|1,1728.0,0.0,119.0,23.0,11.0,,,LYL,2011-01-29
2|66|61|4358|6,,,,,0.0,,,LY,2016-05-01
2|66|61|4366|6,,,,,0.0,,,LY,2016-05-15
2|66|61|4370|6,268.0,0.0,,,1.0,,,LY,2016-05-01
2|66|61|4380|6,255.0,0.0,,,1.0,,,LY,2016-05-15
2|66|61|4388|6,,,,,0.0,,,LY,2016-05-15
2|66|61|4397|1,1890.0,0.0,-27.0,22.0,12.0,,,LY,2011-02-18
2|66|61|4417|1,1843.0,0.0,120.0,11.0,12.0,,,LY,2011-02-01
2|66|61|4420|1,1638.0,0.0,116.0,22.0,10.0,,,LY,2011-03-03
2|66|61|4511|1,1889.0,0.0,119.0,25.0,11.0,,,LYL,2011-02-01
2|66|61|4522|6,255.0,0.0,,,1.0,,,LY,2016-05-15
2|66|61|4540|6,,,,,0.0,,,LY,2016-05-15
2|66|61|4558|2,1649.0,0.0,-64.0,51.0,9.0,,,LY,2012-04-07
2|66|61|4576|6,254.0,0.0,,,1.0,,,LY,2016-05-01
2|66|61|4600|6,270.0,0.0,,,1.0,,,LY,2016-05-01
2|66|61|4606|6,,,,,0.0,,,LY,2016-05-16
2|66|61|4608|6,254.0,0.0,,,1.0,,,LY,2016-05-16
2|66|61|4613|6,255.0,0.0,,,1.0,,,YL,2016-05-16
2|66|61|4618|6,265.0,0.0,,,1.0,,,LY,2016-05-01
2|66|61|4640|1,1977.0,0.0,117.0,26.0,12.0,,,YL,2011-02-02
2|66|61|4656|6,256.0,0.0,,,1.0,,,LY,2016-05-16
2|66|61|4658|6,261.0,0.0,,,1.0,,,YL,2016-05-01
2|66|61|4683|6,,,,,0.0,,,LY,2016-05-16
2|66|61|4707|1,1901.0,0.0,120.0,27.0,12.0,,,LY,2011-02-21
2|66|61|4736|1,1781.0,0.0,118.0,27.0,11.0,,,YL,2011-05-12
2|66|61|4736|6,255.0,0.0,,,1.0,,,LY,2016-05-16
2|66|61|4762|6,255.0,0.0,,,1.0,,,LY,2016-05-16
2|66|61|4777|1,1823.0,0.0,121.0,20.0,11.0,,,LY,2011-02-21
2|66|61|4780|1,1942.0,45.0,-70.0,20.0,11.0,,,LY,2011-03-04
2|66|61|4782|1,1677.0,0.0,-28.0,23.0,10.0,,,LY,2011-03-16
2|66|61|4787|3,1308.0,0.0,-36.0,30.0,8.0,,,LY,2013-05-12
2|66|61|4798|6,254.0,0.0,,,1.0,,,LY,2016-05-16
2|66|61|4801|1,1797.0,0.0,117.0,31.0,11.0,,,YL,2011-02-21
2|66|61|4831|6,252.0,0.0,,,1.0,,,LY,2016-05-16
2|66|61|4842|6,,,,,0.0,,,LY,2016-05-02
2|66|61|4868|6,256.0,0.0,,,1.0,,,LY,2016-05-02
2|66|61|4918|6,261.0,0.0,,,1.0,,,LY,2016-05-02
2|66|61|4927|3,1322.0,0.0,-28.0,22.0,8.0,,,LY,2013-05-12
2|66|61|4949|6,,,,,0.0,,,YL,2016-05-16
2|66|61|4976|6,251.0,0.0,,,1.0,,,LY,2016-05-03
2|66|61|5002|6,256.0,0.0,,,1.0,,,YL,2016-05-03
2|66|61|5014|6,259.0,0.0,,,1.0,,,LY,2016-05-16
2|66|61|5040|6,262.0,0.0,,,1.0,,,LY,2016-05-05
2|66|61|5068|6,247.0,0.0,,,1.0,,,LY,2016-05-05
2|66|61|5084|1,1910.0,0.0,120.0,25.0,11.0,,,LY,2011-02-21
2|66|61|5119|6,,,,,0.0,,,LY,2016-05-16
2|66|61|5137|1,1843.0,0.0,119.0,20.0,11.0,,,YL,2011-03-05
2|66|61|5143|6,253.0,0.0,,,1.0,,,LY,2016-05-18
2|66|61|5164|6,255.0,0.0,,,1.0,,,LY,2016-05-16
2|66|61|5166|6,252.0,0.0,,,1.0,,,LY,2016-05-18
2|66|61|5168|6,250.0,0.0,,,1.0,,,LY,2016-05-05
2|66|61|5178|1,1810.0,0.0,116.0,26.0,11.0,,,LY,2011-03-05
2|66|61|5180|1,1810.0,0.0,122.0,24.0,11.0,,,LY,2011-03-17
2|66|61|5196|6,,,,,0.0,,,LY,2016-05-18
2|66|61|5202|6,246.0,0.0,,,1.0,,,LY,2016-05-06
2|66|61|5204|1,1852.0,0.0,-31.0,25.0,11.0,,,LY,2011-02-22
2|66|61|5238|6,251.0,0.0,,,1.0,,,LY,2016-05-06
2|66|61|5294|1,1872.0,0.0,115.0,30.0,12.0,,,LY,2011-05-12
2|66|61|5315|1,1808.0,0.0,121.0,28.0,11.0,,,LY,2011-02-23
2|66|61|5319|6,254.0,0.0,,,1.0,,,LY,2016-05-18
2|66|61|5330|6,269.0,0.0,,,1.0,,,LY,2016-05-06
1|66|61|5337|5,,,,,0.0,,,D,2015-02-17
2|66|61|5348|1,1727.0,0.0,-29.0,25.0,11.0,,,YL,2011-05-12
2|66|61|5351|6,,,,,0.0,,,LY,2016-05-18
2|66|61|5356|6,,,,,0.0,,,YL,2016-05-18
2|66|61|5357|6,,,,,0.0,,,LY,2016-05-18
2|66|61|5364|6,,,,,0.0,,,YL,2016-05-18
2|66|61|5430|6,262.0,0.0,,,1.0,,,LY,2016-05-06
2|66|61|5458|1,1838.0,0.0,118.0,28.0,11.0,,,LY,2011-03-17
2|66|61|5506|6,253.0,0.0,,,1.0,,,LY,2016-05-18
2|66|61|5596|1,1810.0,0.0,118.0,22.0,11.0,,,LY,2011-03-18
2|66|61|5606|1,1842.0,0.0,116.0,27.0,11.0,,,LY,2011-03-18
2|66|61|5629|6,253.0,0.0,,,1.0,,,LY,2016-05-18
1|66|61|5631|5,,,,,0.0,,,D,2015-02-26
2|66|61|5673|1,1797.0,0.0,121.0,20.0,11.0,,,LY,2011-03-07
2|66|61|5675|6,252.0,0.0,,,1.0,,,LY,2016-05-20
2|66|61|5697|1,1802.0,0.0,120.0,22.0,11.0,,,LY,2011-03-08
2|66|61|5698|6,251.0,0.0,,,1.0,,,YL,2016-05-20
1|66|61|5705|5,,,,,0.0,,,D,2015-02-26
2|66|61|5720|6,251.0,0.0,,,1.0,,,LY,2016-05-20
2|66|61|5739|6,250.0,0.0,,,1.0,,,LY,2016-05-20
2|66|61|5752|2,1463.0,0.0,116.0,-121.0,9.0,,,LY,2012-09-26
1|66|61|5795|5,,,,,0.0,,,D,2015-02-26
2|66|61|5839|1,1773.0,0.0,118.0,12.0,11.0,,,YL,2011-03-09
2|66|61|5841|1,1892.0,0.0,-30.0,25.0,12.0,,,YL,2011-03-09
2|66|61|5848|1,1728.0,0.0,123.0,23.0,11.0,,,LY,2011-03-10
2|66|61|5852|3,1253.0,62.0,-99.0,31.0,7.0,,,LY,2013-06-26
2|66|61|5940|1,1787.0,0.0,122.0,5.0,11.0,,,LY,2011-03-10
2|66|61|5959|1,1908.0,0.0,122.0,9.0,12.0,,,YL,2011-03-11
2|66|61|5966|6,249.0,0.0,,,1.0,,,LY,2016-05-20
2|66|61|6004|6,,,,,0.0,,,YL,2016-05-20
2|66|61|6006|6,,,,,0.0,,,YL,2016-05-20
2|66|61|6027|1,1661.0,0.0,117.0,26.0,10.0,,,LY,2011-10-16
2|66|61|6062|6,247.0,0.0,,,1.0,,,YL,2016-05-20
2|66|61|6085|1,1772.0,0.0,-29.0,23.0,11.0,,,YL,2011-03-20
2|66|61|6098|3,1282.0,72.0,-138.0,38.0,7.0,,,LY,2013-07-05
2|66|61|6121|1,1889.0,0.0,121.0,21.0,12.0,,,YL,2011-04-11
2|66|61|6130|6,252.0,0.0,,,1.0,,,YL,2016-05-20
2|66|61|6152|3,1008.0,0.0,114.0,20.0,5.0,,,LY,2013-10-03
2|66|61|6170|6,,,,,0.0,,,LY,2016-05-20
2|66|61|6245|1,1804.0,0.0,122.0,17.0,11.0,,,LY,2011-03-21
1|66|61|6285|4,,,,,0.0,,,D,2014-12-26
2|66|61|6317|6,,,,,0.0,,,LY,2016-03-26
2|66|61|6349|1,1882.0,0.0,121.0,24.0,11.0,,,LY,2011-03-23
2|66|61|6369|1,1524.0,0.0,122.0,27.0,9.0,,,LY,2011-05-13
2|66|61|6371|1,1890.0,0.0,116.0,27.0,12.0,,,LY,2011-03-24
2|66|61|6468|1,1900.0,0.0,-30.0,24.0,12.0,,,YL,2011-03-23
2|66|61|6538|1,1892.0,0.0,117.0,26.0,12.0,,,YL,2011-03-24
2|66|61|6592|1,1766.0,0.0,118.0,30.0,11.0,,,LY,2011-03-24
2|66|61|6629|3,1235.0,0.0,-28.0,22.0,7.0,,,LY,2013-06-14
2|66|61|6635|1,1779.0,0.0,116.0,23.0,11.0,,,YL,2011-04-15
2|66|61|6636|1,1758.0,0.0,-32.0,26.0,11.0,,,LY,2011-03-25
2|66|61|6672|1,1770.0,0.0,118.0,22.0,11.0,,,YL,2011-03-26
2|66|61|6695|1,1723.0,0.0,-26.0,25.0,11.0,,,LY,2011-04-17
2|66|61|6728|1,1682.0,0.0,110.0,-116.0,10.0,,,LY,2011-05-12
2|66|61|6794|1,1877.0,0.0,116.0,26.0,12.0,,,YL,2011-04-16
2|66|61|6851|1,1820.0,0.0,-29.0,23.0,11.0,,,YL,2011-05-02
2|66|61|6854|2,1596.0,0.0,-33.0,27.0,10.0,,,LY,2012-08-20
2|66|61|7060|3,1172.0,0.0,-30.0,25.0,7.0,,,LY,2013-09-15
2|66|61|7067|1,1948.0,0.0,118.0,24.0,12.0,,,LY,2011-04-15
2|66|61|7115|1,1803.0,0.0,120.0,25.0,11.0,,,LY,2011-05-04
2|66|61|7251|1,1781.0,0.0,118.0,9.0,11.0,,,LY,2011-05-04
2|66|61|7316|1,1798.0,0.0,117.0,27.0,11.0,,,LY,2011-04-23
1|66|61|7325|3,,,,,0.0,,,D,2013-10-05
2|66|61|7342|1,1854.0,0.0,-33.0,24.0,11.0,,,LY,2011-05-04
2|66|61|7345|1,1755.0,0.0,122.0,21.0,11.0,,,YL,2011-04-18
2|66|61|7382|1,1752.0,0.0,118.0,28.0,11.0,,,LY,2011-04-18
2|66|61|7413|1,1812.0,108.0,-151.0,25.0,10.0,,,YL,2011-04-23
2|66|61|7436|5,318.0,0.0,119.0,23.0,1.0,,,LY,2015-03-10
2|66|61|7465|1,1812.0,0.0,116.0,28.0,11.0,,,LY,2011-05-28
2|66|61|7466|1,1813.0,0.0,117.0,22.0,11.0,,,LY,2011-04-25
2|66|61|7474|1,1912.0,0.0,117.0,24.0,11.0,,,LY,2011-05-04
2|66|61|7518|1,1766.0,0.0,118.0,24.0,11.0,,,LY,2011-04-20
2|66|61|7523|1,1888.0,0.0,-35.0,29.0,11.0,,,LY,2011-04-20
2|66|61|7543|1,1860.0,0.0,119.0,22.0,11.0,,,YL,2011-04-20
2|66|61|7551|1,1884.0,0.0,121.0,20.0,12.0,,,LY,2011-04-20
2|66|61|7569|1,1756.0,0.0,121.0,18.0,11.0,,,LY,2011-05-05
2|66|61|7597|1,1808.0,0.0,117.0,26.0,11.0,,,LY,2011-05-05
2|66|61|7715|1,1793.0,0.0,118.0,26.0,11.0,,,LY,2011-04-26
2|66|61|7754|1,1776.0,27.0,-54.0,22.0,11.0,,,LY,2011-04-25
1|66|61|7789|5,,,,,0.0,,,D,2015-04-27
2|66|61|7799|1,1766.0,0.0,119.0,17.0,11.0,,,LY,2011-04-26
2|66|61|7829|1,1783.0,0.0,118.0,24.0,11.0,,,LYL,2011-07-22
2|66|61|7831|1,1792.0,0.0,-32.0,26.0,11.0,,,LYL,2011-05-28
2|66|61|7837|1,1790.0,0.0,-27.0,21.0,10.0,,,LYL,2011-05-14
2|66|61|7839|1,1548.0,0.0,116.0,24.0,9.0,,,LY,2011-05-28
2|66|61|7870|0,2033.0,0.0,-25.0,20.0,12.0,,,LY,2010-08-19
2|66|61|7874|1,1776.0,0.0,121.0,20.0,11.0,,,YL,2011-04-27
2|66|61|7891|3,1186.0,0.0,-32.0,26.0,7.0,,,YL,2013-07-29
2|66|61|7912|1,1628.0,0.0,118.0,5.0,10.0,,,LY,2011-04-28
2|66|61|7930|3,1089.0,0.0,116.0,-121.0,6.0,,,LY,2013-10-05
2|66|61|7943|3,1157.0,0.0,117.0,-122.0,6.0,,,LY,2013-07-29
2|66|61|7952|1,1858.0,0.0,118.0,27.0,11.0,,,LY,2011-04-28
2|66|61|7959|3,1245.0,0.0,-21.0,14.0,7.0,,,LY,2013-07-29
2|66|61|8005|3,948.0,0.0,120.0,31.0,5.0,,,LY,2013-08-02
1|66|61|8023|5,,,,,0.0,,,D,2015-04-27
2|66|61|8031|1,1759.0,0.0,120.0,22.0,11.0,,,LY,2011-05-30
1|66|61|8041|5,,,,,0.0,,,D,2015-04-28
2|66|61|8046|1,1875.0,0.0,123.0,20.0,12.0,,,LY,2011-04-29
2|66|61|8069|3,1234.0,0.0,-32.0,25.0,7.0,,,LY,2013-08-02
2|66|61|8078|3,1116.0,0.0,-107.0,34.0,6.0,,,LY,2013-10-05
2|66|61|8123|1,1800.0,0.0,-27.0,21.0,11.0,,,LYL,2011-05-01
2|66|61|8129|1,1729.0,0.0,120.0,22.0,11.0,,,LYL,2011-05-01
2|66|61|8132|1,1841.0,0.0,119.0,22.0,11.0,,,LY,2011-05-28
2|66|61|8233|1,1747.0,0.0,118.0,23.0,11.0,,,LY,2011-05-29
2|66|61|8261|1,1643.0,0.0,-28.0,23.0,10.0,,,LYL,2011-06-07
2|66|61|8271|1,1743.0,0.0,-25.0,20.0,11.0,,,LY,2011-07-08
1|66|61|8283|5,,,,,0.0,,,D,2015-04-28
2|66|61|8302|1,1804.0,0.0,117.0,29.0,11.0,,,LY,2011-05-15
2|66|61|8304|1,1807.0,0.0,121.0,25.0,11.0,,,LY,2011-05-15
1|66|61|8343|5,,,,,0.0,,,D,2015-04-28
2|66|61|8386|1,1796.0,0.0,117.0,28.0,11.0,,,YL,2011-05-15
1|66|61|8393|3,,,,,0.0,,,D,2013-10-22
2|66|61|8407|3,1169.0,0.0,-25.0,20.0,6.0,,,LY,2013-08-23
2|66|61|8446|1,1848.0,0.0,-28.0,23.0,11.0,,,LY,2011-05-13
2|66|61|8462|1,1930.0,0.0,118.0,-132.0,12.0,,,YL,2011-05-29
2|66|61|8518|1,1815.0,0.0,120.0,26.0,11.0,,,YLL,2011-05-16
2|66|61|8522|1,1748.0,0.0,115.0,21.0,11.0,,,YL,2011-05-16
2|66|61|8539|1,1741.0,0.0,115.0,21.0,11.0,,,YL,2011-05-30
2|66|61|8558|1,1896.0,0.0,-27.0,22.0,12.0,,,LY,2011-05-30
2|66|61|8587|1,1914.0,0.0,118.0,25.0,11.0,,,YL,2011-05-30
1|66|61|8611|5,,,,,0.0,,,D,2015-05-06
1|66|61|8613|5,,,,,0.0,,,D,2015-05-06
2|66|61|8617|1,1753.0,0.0,120.0,21.0,11.0,,,YL,2011-05-30
1|66|61|8617|5,,,,,0.0,,,D,2015-05-06
1|66|61|8619|5,,,,,0.0,,,D,2015-05-06
2|66|61|8651|3,1103.0,0.0,-39.0,33.0,6.0,,,LY,2013-11-24
2|66|61|8699|3,1073.0,68.0,117.0,24.0,6.0,,,LY,2013-10-05
2|66|61|8712|1,1758.0,0.0,122.0,20.0,11.0,,,LY,2011-05-14
2|66|61|8717|1,1848.0,0.0,115.0,29.0,11.0,,,LY,2011-05-30
2|66|61|8721|1,1926.0,0.0,116.0,30.0,12.0,,,LY,2011-05-30
2|66|61|8723|3,1194.0,0.0,-35.0,30.0,7.0,,,LY,2013-08-26
2|66|61|8726|1,1747.0,0.0,121.0,19.0,11.0,,,LYL,2011-05-18
2|66|61|8731|3,1192.0,0.0,-30.0,25.0,7.0,,,LY,2013-08-26
2|66|61|8755|3,1194.0,0.0,-32.0,25.0,7.0,,,LY,2013-08-26
2|66|61|8773|3,1163.0,0.0,-32.0,27.0,7.0,,,LY,2013-08-26
2|66|61|8813|1,1851.0,0.0,117.0,30.0,11.0,,,LY,2011-05-31
1|66|61|8833|5,,,,,0.0,,,D,2015-05-12
2|66|61|8880|1,1653.0,0.0,119.0,2.0,9.0,,,LY,2011-05-14
2|66|61|8882|3,1154.0,0.0,-33.0,30.0,6.0,,,LY,2013-10-05
1|66|61|8885|5,,,,,0.0,,,D,2015-05-16
2|66|61|8894|0,2072.0,0.0,120.0,23.0,12.0,,,YL,2010-08-21
2|66|61|8903|1,1789.0,0.0,118.0,27.0,11.0,,,LY,2011-07-22
2|66|61|9038|0,1987.0,0.0,-19.0,16.0,12.0,,,YL,2010-08-21
2|66|61|9040|1,1760.0,0.0,-27.0,21.0,11.0,,,LY,2011-06-08
2|66|61|9046|1,1734.0,0.0,121.0,18.0,11.0,,,LY,2011-06-08
2|66|61|9093|3,1040.0,0.0,-38.0,33.0,6.0,,,LY,2013-10-05
2|66|61|9126|1,1769.0,0.0,118.0,28.0,11.0,,,LY,2011-06-08
2|66|61|9161|1,1666.0,0.0,119.0,23.0,10.0,,,YL,2011-07-22
2|66|61|9262|1,1744.0,0.0,118.0,23.0,11.0,,,YL,2011-06-08
2|66|61|9293|1,1861.0,0.0,119.0,24.0,11.0,,,LY,2011-06-08
2|66|61|9314|1,1745.0,0.0,120.0,19.0,11.0,,,LY,2011-05-16
2|66|61|9341|3,1107.0,0.0,114.0,-119.0,6.0,,,LY,2013-09-17
2|66|61|9376|1,1833.0,0.0,-24.0,18.0,11.0,,,LY,2011-07-22
2|66|61|9422|1,1721.0,0.0,117.0,22.0,11.0,,,YLL,2011-06-09
2|66|61|9458|1,1795.0,0.0,-34.0,27.0,11.0,,,YL,2011-06-25
2|66|61|9458|3,1147.0,0.0,-14.0,11.0,7.0,,,LY,2013-10-26
2|66|61|9524|3,1337.0,0.0,-34.0,23.0,8.0,,,LY,2013-03-12
2|66|61|9544|1,1815.0,0.0,116.0,25.0,11.0,,,LY,2011-06-25
2|66|61|9565|1,1891.0,0.0,120.0,22.0,12.0,,,LY,2011-06-25
2|66|61|9578|1,1748.0,0.0,118.0,26.0,11.0,,,LY,2011-06-10
2|66|61|9588|3,1114.0,30.0,-57.0,22.0,6.0,,,LY,2013-11-30
2|66|61|9595|1,1736.0,0.0,-28.0,23.0,11.0,,,YLL,2011-06-26
2|66|61|9616|1,1770.0,0.0,117.0,28.0,11.0,,,YL,2011-06-10
2|66|61|9617|3,1170.0,0.0,-19.0,12.0,7.0,,,YL,2013-10-05
2|66|61|9628|1,1783.0,0.0,120.0,25.0,11.0,,,LY,2011-06-25
2|66|61|9660|3,1046.0,0.0,-30.0,23.0,6.0,,,LY,2013-11-30
2|66|61|9672|1,1766.0,0.0,120.0,26.0,11.0,,,YL,2011-06-25
2|66|61|9695|1,1755.0,0.0,116.0,28.0,11.0,,,YL,2011-06-10
2|66|61|9731|1,1772.0,0.0,-48.0,24.0,11.0,,,LY,2011-06-26
2|66|61|9748|3,1286.0,0.0,119.0,-135.0,7.0,,,LY,2013-03-12
2|66|61|9790|1,1815.0,0.0,121.0,19.0,11.0,,,YLL,2011-06-26
2|66|61|9814|1,1612.0,0.0,-28.0,23.0,10.0,,,LY,2011-07-08
2|66|61|9822|1,1824.0,0.0,117.0,28.0,11.0,,,LY,2011-07-08
2|66|61|9841|1,1704.0,0.0,122.0,17.0,10.0,,,LY,2011-06-26
2|66|61|9911|1,1878.0,0.0,-27.0,20.0,12.0,,,LY,2011-06-26
2|66|61|9923|3,1168.0,0.0,-36.0,30.0,7.0,,,LY,2013-09-22
2|66|61|9958|3,1130.0,0.0,-29.0,24.0,7.0,,,LY,2013-12-03
2|66|61|9959|1,1772.0,0.0,118.0,26.0,11.0,,,LY,2011-06-26
2|66|61|9987|1,1743.0,0.0,121.0,23.0,11.0,,,LY,2011-07-22
2|66|61|10000|3,1159.0,113.0,-147.0,28.0,5.0,,,YL,2013-10-28
2|66|61|10003|6,288.0,0.0,,,1.0,,,LY,2016-01-18
2|66|61|10013|1,1779.0,0.0,116.0,27.0,11.0,,,YL,2011-07-22
2|66|61|10016|5,,,,,0.0,,,LY,2015-05-12
2|66|61|10022|3,1029.0,0.0,117.0,-123.0,6.0,,,LY,2013-11-30
2|66|61|10027|1,1833.0,0.0,119.0,23.0,11.0,,,YL,2011-06-27
2|66|61|10027|3,1119.0,0.0,-32.0,26.0,7.0,,,LY,2013-11-24
2|66|61|10056|2,1646.0,0.0,-31.0,24.0,10.0,,,LY,2012-06-07
2|66|61|10057|1,1777.0,0.0,118.0,8.0,11.0,,,YL,2011-07-09
2|66|61|10082|6,259.0,0.0,,,1.0,,,LY,2016-05-03
2|66|61|10153|1,1605.0,0.0,117.0,22.0,10.0,,,YL,2011-07-23
2|66|61|10154|0,1731.0,0.0,114.0,2.0,10.0,,,YL,2010-12-27
2|66|61|10172|3,1056.0,0.0,-26.0,20.0,6.0,,,LY,2013-12-01
2|66|61|10182|3,1046.0,0.0,-52.0,37.0,6.0,,,LY,2013-12-03
2|66|61|10184|1,1683.0,0.0,118.0,30.0,10.0,,,YL,2011-06-27
2|66|61|10186|3,1068.0,0.0,118.0,-125.0,6.0,,,LY,2013-10-28
